,0,1,2,3,4,5,6
13699,NP_006107,Q15750,2J4O,NP_055908,Q9NYJ8,2DAE,1
13700,NP_002341,P07948,1W1F,NP_005198,P46109,2BZX,1
13701,NP_005057,P23246,4WII,NP_001441,Q14192,1X4K,1
13702,NP_000409,P24394,1IAR,NP_000580,P05112,1BBN,1
13703,NP_683877,P25786,4R3O,NP_001230,P51946,1JKW,1
13704,NP_008998,O95251,5GK9,NP_000456,Q99728,1JM7,1
13705,NP_000840,P21266,3GTU,NP_000839,P28161,1HNA,1
13706,NP_001054,P02787,1A8E,NP_000587,P08833,1ZT3,1
13707,NP_006170,P34130,1B8M,NP_733930,P23560,1B8M,1
13708,NP_006197,P16234,1GQ5,NP_002598,P04085,3MJK,1
13709,NP_277042,P35557,1GLK,NP_000198,P01308,1A7F,1
13710,NP_001005360,P50570,2YS1,NP_005408,P12931,1A07,1
13711,NP_006727,P25686,2LGW,NP_002945,P62979,2KHW,1
13712,NP_005852,Q9UNE7,4KBQ,NP_001017963,P07900,1BYQ,1
13713,NP_006697,O14776,2DK7,NP_036460,Q9UBS3,2CTR,1
13714,NP_000164,P07359,1GWB,NP_000884,P01042,1NY2,1
13715,NP_004064,Q9H4B4,4B6L,NP_001781,P30307,2OJX,1
13716,NP_116584,P49137,1KWP,NP_892113,P29353,1MIL,1
13717,NP_003254,Q15399,1FYV,NP_112218,Q9BXR5,2J67,1
13718,NP_004413,O14641,2REY,NP_066283,P35813,1A6Q,1
13719,NP_000629,P04004,1OC0,NP_000651,P01137,1KLA,1
13720,NP_997657,Q13098,4D10,NP_000537,P04637,1A1U,1
13721,NP_783202,Q8N6T3,3DWD,NP_001091868,P53621,6PBG,1
13722,NP_001886,P68400,1JWH,NP_000917,P06401,1A28,1
13723,NP_002721,P17612,2GU8,NP_002289,P13796,2D85,1
13724,NP_005116,O14618,1DO5,NP_001154,Q02410,1AQC,1
13725,NP_002829,P08575,1YGR,NP_002218,P23458,3EYG,1
13726,NP_000052,Q06187,1AWW,NP_005419,P15498,2CRH,1
13727,NP_001194,O00238,3MDY,NP_036382,P62070,2ERY,1
13728,NP_060649,Q6VMQ6,2RPQ,NP_001837,P08572,1LI1,1
13729,NP_002736,P28482,1PME,NP_003992,P31994,2FCB,1
13730,NP_065391,P13725,1EVS,NP_000083,P53420,5NB1,1
13731,NP_002341,P07948,1W1F,NP_001991,P24071,1OVZ,1
13732,NP_002560,P09958,4OMC,NP_008919,Q9UHI8,2JIH,1
13733,NP_005477,O75674,3RRU,NP_852664,P27986,1A0N,1
13734,NP_038462,Q9Y2W7,2E6W,NP_000012,P49768,2KR6,1
13735,NP_006556,P49711,1X6H,NP_000452,P10828,1BSX,1
13736,NP_079146,Q70Z35,6BNM,NP_004603,P36897,1B6C,1
13737,NP_005338,P11021,3IUC,NP_064519,Q9BPU6,4B90,1
13738,NP_061828,P0CG47,2KHW,NP_005044,P54725,1DV0,1
13739,NP_003679,O14936,1KGD,NP_004438,Q12929,2E8M,1
13740,NP_005304,P30101,2ALB,NP_000610,P01579,1EKU,1
13741,NP_005556,Q13094,1H3H,NP_892113,P29353,1MIL,1
13742,NP_005216,Q01094,1H24,NP_002625,P35232,1LU7,1
13743,NP_001547,O14920,3BRT,NP_002410,Q16584,5K26,1
13744,NP_066964,P13010,1JEQ,NP_000928,P24928,2GHQ,1
13745,NP_004588,P62316,1B34,NP_008869,P62314,1B34,1
13746,NP_005914,Q99683,2CLQ,NP_006817,P27348,2BTP,1
13747,NP_005582,P49959,3T1I,NP_001460,P12956,1JEQ,1
13748,NP_997657,Q13098,4D10,NP_003644,Q9UNS2,4D10,1
13749,NP_060362,O75400,1UZC,NP_003932,O00401,2FF3,1
13750,NP_001008540,P61073,2K03,NP_002990,P31431,1EJP,1
13751,NP_001229,P24864,1W98,NP_002886,P28749,1H28,1
13752,NP_004098,P55899,1EXU,NP_001206,P23280,3FE4,1
13753,NP_892113,P29353,1MIL,NP_891555,P35916,4BSJ,1
13754,NP_004286,Q9BUZ4,2EOD,NP_073576,Q9HAU4,1ZVD,1
13755,NP_665802,Q9Y4K3,1LB4,NP_065797,Q7Z434,2MS7,1
13756,NP_000408,P01589,1ILM,NP_000869,P14784,1ILM,1
13757,NP_004637,O60500,4ZRT,NP_006144,P16333,2CI8,1
13758,NP_001070950,Q14994,1XV9,NP_003734,Q15788,1FM6,1
13759,NP_036611,P61981,2B05,NP_001645,P10398,1WXM,1
13760,NP_005634,Q15544,1BH8,NP_037423,Q10570,6BLY,1
13761,NP_002802,P51665,2O95,NP_665802,Q9Y4K3,1LB4,1
13762,NP_055492,Q9UQ26,1V27,NP_000060,Q13698,2VAY,1
13763,NP_006334,Q12866,2DBJ,NP_000811,Q14393,1H30,1
13764,NP_001017915,Q92835,2YSX,NP_005198,P46109,2BZX,1
13765,NP_001319,Q13363,1MX3,NP_110378,P37275,2E19,1
13766,NP_001252,P50750,1PF6,NP_000537,P04637,1A1U,1
13767,NP_002988,P18827,4GVC,NP_001902,P08311,1AU8,1
13768,NP_001501,O43424,5KC8,NP_068775,Q13002,3QXM,1
13769,NP_005892,Q15796,1DEV,NP_004703,O14964,2D3G,1
13770,NP_001914,Q16531,2B5L,NP_000098,Q92466,3EI4,1
13771,NP_001157,Q13490,1QBH,NP_002333,P36941,1RF3,1
13772,NP_061485,P63000,1E96,NP_006144,P16333,2CI8,1
13773,NP_006493,Q9Y253,2I5O,NP_003737,P63167,1CMI,1
13774,NP_036249,P45973,3FDT,NP_000136,P23945,1XUN,1
13775,NP_060275,Q5U651,5KHO,NP_005334,P01112,121P,1
13776,NP_002218,P23458,3EYG,NP_644805,P40763,5AX3,1
13777,NP_002217,Q9Y219,5MW5,NP_000426,Q9UM47,4ZLP,1
13778,NP_000535,Q03519,5U1D,NP_000584,Q03518,1JJ7,1
13779,NP_036249,P45973,3FDT,NP_005753,Q13263,1FP0,1
13780,NP_004801,O75791,5GJH,NP_005556,Q13094,1H3H,1
13781,NP_037497,Q9UJY5,1J2J,NP_002346,P20645,1JUQ,1
13782,NP_036236,P56817,1FKN,NP_057392,P30085,1TEV,1
13783,NP_001777,P06493,1LC9,NP_001780,P30304,1C25,1
13784,NP_733762,Q13191,2AK5,NP_005766,O60504,2CT3,1
13785,NP_006411,Q9Y6D5,3L8N,NP_060362,O75400,1UZC,1
13786,NP_002874,P46060,1Z5S,NP_006258,P49792,1RRP,1
13787,NP_003846,Q13478,3WO3,NP_001553,Q14116,1J0S,1
13788,NP_036356,Q96PY6,4APC,NP_005582,P49959,3T1I,1
13789,NP_006215,Q00169,1UW5,NP_005219,P00533,1DNQ,1
13790,NP_001020018,P37173,1KTZ,NP_000651,P01137,1KLA,1
13791,NP_001073594,Q14790,1F9E,NP_003343,P63165,1A5R,1
13792,NP_009202,Q15208,1PSB,NP_006263,P04271,1MQ1,1
13793,NP_859066,Q53ET0,4HTM,NP_003397,P63104,1IB1,1
13794,NP_874369,Q92993,2EKO,NP_065955,Q9H4M7,1UPQ,1
13795,NP_004122,P10144,1FQ3,NP_004779,Q14139,1WGM,1
13796,NP_001886,P68400,1JWH,NP_005535,P35568,1IRS,1
13797,NP_001092755,P06454,2L9I,NP_000066,P11802,1LD2,1
13798,NP_004291,P24666,1XWW,NP_001895,P35222,1G3J,1
13799,NP_114098,Q96B97,2BZ8,NP_061828,P0CG47,2KHW,1
13800,NP_000252,Q99972,4WXQ,NP_001419,P06733,2PSN,1
13801,NP_066943,Q92796,1UM7,NP_008819,P0DP23,1AJI,1
13802,NP_004737,O14490,5YPO,NP_542408,Q96FJ2,2XQQ,1
13803,NP_003012,O43765,2VYI,NP_004630,P46379,1WX9,1
13804,NP_002710,Q13362,2IAE,NP_006245,Q05655,1YRK,1
13805,NP_057336,Q9NR09,3CEG,NP_063940,Q9NR28,1FEW,1
13806,NP_001217,P55212,1MI9,NP_058519,P10636,1I8H,1
13807,NP_000180,P52789,2NZT,NP_005391,Q02156,2WH0,1
13808,NP_003002,Q01105,2E50,NP_542380,P27695,1BIX,1
13809,NP_066189,O14492,1Q2H,NP_000206,P52333,1YVJ,1
13810,NP_036389,O60381,2E6O,NP_003855,O75446,2KDP,1
13811,NP_003397,P63104,1IB1,NP_003132,P19474,2IWG,1
13812,NP_001034679,Q93008,5VBD,NP_001895,P35222,1G3J,1
13813,NP_005022,O00168,2J1I,NP_001075032,Q09013,1WT6,1
13814,NP_056318,Q9NRF2,5W3R,NP_000133,P22607,1RY7,1
13815,NP_005301,Q14451,1MW4,NP_003945,Q99558,4DN5,1
13816,NP_002721,P17612,2GU8,NP_000629,P04004,1OC0,1
13817,NP_036564,Q15047,3DLM,NP_004441,P84090,1W9G,1
13818,NP_057723,Q9NP84,2EQP,NP_061485,P63000,1E96,1
13819,NP_065391,P13725,1EVS,NP_000082,Q01955,5NB0,1
13820,NP_009133,O43572,3IM4,NP_002605,Q5T2W1,2EEI,1
13821,NP_005021,P53350,1Q4K,NP_114172,P14635,2B9R,1
13822,NP_003230,P10600,1KTZ,NP_004603,P36897,1B6C,1
13823,NP_003391,O14980,1W9C,NP_006316,P62826,1I2M,1
13824,NP_001356,P78352,1KEF,NP_000824,Q12879,3NFL,1
13825,NP_000607,P01730,1CDH,NP_000560,P08637,3AY4,1
13826,NP_006302,O75376,2EQR,NP_002102,P42858,2D3X,1
13827,NP_001607,P27037,3Q4T,NP_000011,P37023,2LCR,1
13828,NP_000015,P07550,1GQ4,NP_004032,P49407,2IV8,1
13829,NP_001027024,Q1MX18,3SF4,NP_062565,Q8TEW0,2KOM,1
13830,NP_898868,Q9ULU4,4COS,NP_004790,O95405,1DEV,1
13831,NP_004929,P53355,1IG1,NP_588610,Q6ZN44,4V2A,1
13832,NP_116262,Q8TF42,2CPW,NP_004963,O60674,2B7A,1
13833,NP_000066,P11802,1LD2,NP_004355,P49715,6DC0,1
13834,NP_000452,P10828,1BSX,NP_057297,Q15650,2E5O,1
13835,NP_000824,Q12879,3NFL,NP_002651,P19174,1HSQ,1
13836,NP_000675,P08588,2LSQ,NP_004078,Q12959,1PDR,1
13837,NP_002175,P40189,1BJ8,NP_000556,P08887,1N26,1
13838,NP_003397,P63104,1IB1,NP_036439,Q9Y2J2,2HE7,1
13839,NP_002650,Q03405,1YWH,NP_000623,P11215,1A8X,1
13840,NP_002221,P14923,3IFQ,NP_001934,Q14126,2YQG,1
13841,NP_004406,P15924,1LM5,NP_077739,Q08554,5IRY,1
13842,NP_001979,Q92817,4QMD,NP_006112,P04264,4ZRY,1
13843,NP_001029058,P48061,1A15,NP_004521,P08253,1CK7,1
13844,NP_002053,P43220,3C59,NP_002045,P01275,1BH0,1
13845,NP_000841,Q03013,4GTU,NP_000537,P04637,1A1U,1
13846,NP_065145,Q7LBR1,3EAB,NP_004654,P62491,1OIV,1
13847,NP_002881,P20936,1WER,NP_002077,P62993,1AZE,1
13848,NP_004094,Q14289,2FO6,NP_892113,P29353,1MIL,1
13849,NP_002729,P05771,2I0E,NP_001547,O14920,3BRT,1
13850,NP_002046,P14136,6A9P,NP_000235,O00255,3U84,1
13851,NP_006073,P68363,2E4H,NP_852664,P27986,1A0N,1
13852,NP_203699,P29400,5NAZ,NP_004985,P14780,1GKC,1
13853,NP_009298,P42684,2ECD,NP_004318,P11274,1K1F,1
13854,NP_057232,Q9Y566,6CPI,NP_003118,Q13813,2FOT,1
13855,NP_057365,Q9H2K8,6BDN,NP_066961,Q12933,1CA4,1
13856,NP_076944,Q9H081,5LSJ,NP_057671,Q13185,2L11,1
13857,NP_002736,P28482,1PME,NP_612482,P08047,1SP1,1
13858,NP_002476,O60934,5WQD,NP_059523,P54274,1BA5,1
13859,NP_002422,P51948,1G25,NP_000113,P19447,4ERN,1
13860,NP_005997,Q05516,1BUO,NP_006028,P56524,2H8N,1
13861,NP_005154,P31749,1H10,NP_001446,O43524,2K86,1
13862,NP_001547,O14920,3BRT,NP_037386,Q9UHD2,4EFO,1
13863,NP_000386,P32927,1C8P,NP_001996,P07332,1WQU,1
13864,NP_055971,Q9UKL0,2IW5,NP_005603,Q13127,2CZY,1
13865,NP_009112,Q92918,6CQD,NP_005556,Q13094,1H3H,1
13866,NP_005585,Q13765,3LKX,NP_068597,Q9GZT6,6H9M,1
13867,NP_006487,P08754,2IHB,NP_000677,P50052,5UNF,1
13868,NP_004963,O60674,2B7A,NP_002028,P06241,1A0N,1
13869,NP_002457,P10244,6C48,NP_004350,P49427,2OB4,1
13870,NP_002237,O14649,6RV2,NP_003396,Q04917,2C63,1
13871,NP_660341,Q8IUX4,3WUS,NP_068594,Q9HC16,2JYW,1
13872,NP_006294,Q13155,4DPG,NP_004437,P07814,1FYJ,1
13873,NP_291032,P20036,3LQZ,NP_002112,P04440,3LQZ,1
13874,NP_858045,Q9Y6Q9,1KBH,NP_003630,Q9Y6K9,2JVX,1
13875,NP_006454,O95630,2XZE,NP_002077,P62993,1AZE,1
13876,NP_001703,P13688,2GK2,NP_000199,P06213,1GAG,1
13877,NP_001188,Q13323,2IPE,NP_004040,Q16548,2VM6,1
13878,NP_004481,Q14449,2AUG,NP_000199,P06213,1GAG,1
13879,NP_000015,P07550,1GQ4,NP_002077,P62993,1AZE,1
13880,NP_874369,Q92993,2EKO,NP_644805,P40763,5AX3,1
13881,NP_003876,Q15078,1H4L,NP_001626,P49418,1KY7,1
13882,NP_000228,P06858,6E7K,NP_075567,Q9H832,5A4P,1
13883,NP_001265,O14757,1IA8,NP_000537,P04637,1A1U,1
13884,NP_004553,O60260,1IYF,NP_004078,Q12959,1PDR,1
13885,NP_001381,Q9Y4J8,2E5R,NP_003997,P11532,1DXX,1
13886,NP_002651,P19174,1HSQ,NP_002077,P62993,1AZE,1
13887,NP_001002858,P07355,1W7B,NP_001703,P13688,2GK2,1
13888,NP_542937,Q9UI36,1L8R,NP_005973,Q15475,4EGC,1
13889,NP_003365,P21796,2JK4,NP_000168,P06396,1C0F,1
13890,NP_001501,O43424,5KC8,NP_002821,P29074,2CS5,1
13891,NP_054731,O75628,2NZJ,NP_003397,P63104,1IB1,1
13892,NP_954592,Q86X55,2Y1W,NP_004371,Q92793,1JSP,1
13893,NP_004835,O60239,4H3B,NP_620448,P53779,1JNK,1
13894,NP_000133,P22607,1RY7,NP_004544,O75380,5XTB,1
13895,NP_004314,Q99933,1HX1,NP_000035,P10275,1E3G,1
13896,NP_002736,P28482,1PME,NP_116170,P54829,2BIJ,1
13897,NP_036274,O95273,3AY5,NP_004801,O75791,5GJH,1
13898,NP_055148,Q9BY67,3BIN,NP_036439,Q9Y2J2,2HE7,1
13899,NP_005262,P00367,1L1F,NP_003737,P63167,1CMI,1
13900,NP_001645,P10398,1WXM,NP_852664,P27986,1A0N,1
13901,NP_000537,P04637,1A1U,NP_060267,Q9BX70,3NO8,1
13902,NP_006069,Q9Y698,6DLZ,NP_066943,Q92796,1UM7,1
13903,NP_004151,P10082,2DEZ,NP_000901,P49146,2IK3,1
13904,NP_002749,P52564,2Y8O,NP_002960,P53778,1CM8,1
13905,NP_003875,Q92831,1CM0,NP_002383,Q00987,1RV1,1
13906,NP_110435,Q9GZM8,2V66,NP_006752,P62258,2BR9,1
13907,NP_000537,P04637,1A1U,NP_001019265,P04150,1M2Z,1
13908,NP_037379,O43464,1LCY,NP_003759,Q15121,4IZ5,1
13909,NP_065387,P29322,1UCV,NP_004419,P20827,3CZU,1
13910,NP_002175,P40189,1BJ8,NP_002301,P42702,3E0G,1
13911,NP_004995,O95169,5XTC,NP_065098,Q9NR50,6CAJ,1
13912,NP_002736,P28482,1PME,NP_002328,P30533,1LRE,1
13913,NP_003941,Q96RI0,2ZPK,NP_000497,P00734,1A2C,1
13914,NP_000259,P35240,1H4R,NP_006257,Q12967,1RAX,1
13915,NP_036477,Q9UHK0,5L85,NP_002015,Q06787,2BKD,1
13916,NP_002737,P27361,2ZOQ,NP_000156,P17302,2LL2,1
13917,NP_056979,O75496,1T6F,NP_008828,P31274,2LP0,1
13918,NP_001395,P26641,1PBU,NP_003062,Q14527,2MZN,1
13919,NP_006000,Q71U36,5JCO,NP_003168,P43405,1A81,1
13920,NP_078983,Q9H840,1Y96,NP_079051,Q8WXD5,1Y96,1
13921,NP_004545,Q14934,2YRP,NP_003397,P63104,1IB1,1
13922,NP_003855,O75446,2KDP,NP_003519,Q16778,4NFT,1
13923,NP_056442,Q5SW96,2G30,NP_004516,P98164,2M0P,1
13924,NP_006248,Q04759,1XJD,NP_005154,P31749,1H10,1
13925,NP_006592,Q15185,1EJF,NP_000892,P08235,1Y9R,1
13926,NP_002592,O43924,1KSG,NP_002060,P63096,1KJY,1
13927,NP_002221,P14923,3IFQ,NP_060494,Q96HA8,3C9Q,1
13928,NP_006249,Q13976,1ZXA,NP_004621,Q15637,1K1G,1
13929,NP_000030,P02647,1AV1,NP_055580,Q15388,4APO,1
13930,NP_004703,O14964,2D3G,NP_000236,P08581,1FYR,1
13931,NP_005145,P40818,1WHB,NP_006817,P27348,2BTP,1
13932,NP_003616,O75334,3TAC,NP_003612,Q8ND30,3QH9,1
13933,NP_004413,O14641,2REY,NP_612357,Q96BN8,3ZNV,1
13934,NP_003237,P07996,1LSL,NP_000084,P20908,1A89,1
13935,NP_000116,P03372,1A52,NP_003241,P10827,1NAV,1
13936,NP_005932,P51512,1RM8,NP_002323,Q07954,1CR8,1
13937,NP_006126,P52907,1MQ1,NP_114098,Q96B97,2BZ8,1
13938,NP_037448,O95628,1E4U,NP_003328,P63146,1JAS,1
13939,NP_786886,P08134,1Z2C,NP_004299,Q07960,1AM4,1
13940,NP_001356,P78352,1KEF,NP_002323,Q07954,1CR8,1
13941,NP_006133,P31947,1YWT,NP_004315,Q07812,1F16,1
13942,NP_006247,Q16513,4CRS,NP_002651,P19174,1HSQ,1
13943,NP_004419,P20827,3CZU,NP_005224,P29320,2GSF,1
13944,NP_003734,Q15788,1FM6,NP_068811,P28702,1H9U,1
13945,NP_003945,Q99558,4DN5,NP_001269,O15111,3BRT,1
13946,NP_001008895,Q13619,2HYE,NP_004055,P46527,1H27,1
13947,NP_005914,Q99683,2CLQ,NP_003396,Q04917,2C63,1
13948,NP_000675,P08588,2LSQ,NP_003018,Q99963,2EW3,1
13949,NP_001887,P19784,3E3B,NP_001641,P55087,3GD8,1
13950,NP_006487,P08754,2IHB,NP_057167,P21554,1LVQ,1
13951,NP_203524,P01116,1D8D,NP_002018,P49354,1JCQ,1
13952,NP_002871,P04049,1C1Y,NP_003396,Q04917,2C63,1
13953,NP_066124,P07949,1XPD,NP_004848,P24588,2H9R,1
13954,NP_000496,P00748,4BDW,NP_006112,P04264,4ZRY,1
13955,NP_002201,P06756,1JV2,NP_001983,P25116,1NRN,1
13956,NP_003812,O43353,2N7Z,NP_003336,P63279,1A3S,1
13957,NP_003833,O14763,1D0G,NP_003870,O15519,2N5R,1
13958,NP_005115,P49790,2EBQ,NP_003391,O14980,1W9C,1
13959,NP_066283,P35813,1A6Q,NP_005154,P31749,1H10,1
13960,NP_002028,P06241,1A0N,NP_003014,P78314,2CR4,1
13961,NP_003245,P01033,1D2B,NP_002412,P03956,1AYK,1
13962,NP_001355,Q15700,2BYG,NP_932173,Q14524,2KBI,1
13963,NP_006292,Q12852,5CEN,NP_004604,P21980,1FAU,1
13964,NP_002476,O60934,5WQD,NP_569055,Q8WXE1,4IGK,1
13965,NP_852664,P27986,1A0N,NP_003168,P43405,1A81,1
13966,NP_056456,Q9UGI8,2IYB,NP_006678,Q9Y615,2XQN,1
13967,NP_001008709,P62136,3E7A,NP_002750,P19525,1QU6,1
13968,NP_004480,Q13227,2L5G,NP_003874,O15379,4A69,1
13969,NP_005535,P35568,1IRS,NP_004481,Q14449,2AUG,1
13970,NP_057608,Q9BSW7,2ENP,NP_778243,Q7Z2E3,3KT9,1
13971,NP_004419,P20827,3CZU,NP_004422,P29317,1MQB,1
13972,NP_061485,P63000,1E96,NP_000368,P42768,1CEE,1
13973,NP_006171,Q16620,1HCF,NP_002498,P08138,2N80,1
13974,NP_004963,O60674,2B7A,NP_002077,P62993,1AZE,1
13975,NP_005477,O75674,3RRU,NP_002077,P62993,1AZE,1
13976,NP_005408,P12931,1A07,NP_001547,O14920,3BRT,1
13977,NP_001448,O75369,2DI8,NP_000012,P49768,2KR6,1
13978,NP_000035,P10275,1E3G,NP_001420,Q09472,1L3E,1
13979,NP_001127,Q15109,1PWI,NP_006262,P23297,2L0P,1
13980,NP_006692,P83876,1PQN,NP_005701,O60828,4BWQ,1
13981,NP_002758,O60256,2JI4,NP_775898,Q8N8Q3,4NSP,1
13982,NP_005403,P34897,4PVF,NP_001311,P67870,1DS5,1
13983,NP_647593,O00499,1MUZ,NP_000498,P09467,1FTA,1
13984,NP_001781,P30307,2OJX,NP_006817,P27348,2BTP,1
13985,NP_037506,Q8WUM4,2OEV,NP_003017,Q99962,1X03,1
13986,NP_003734,Q15788,1FM6,NP_005169,P20749,1K1A,1
13987,NP_001886,P68400,1JWH,NP_001035147,P10451,3CXD,1
13988,NP_009142,Q8NHQ8,2CS4,NP_036611,P61981,2B05,1
13989,NP_061838,Q9NZC2,5ELI,NP_003323,O43914,2L34,1
13990,NP_004703,O14964,2D3G,NP_852664,P27986,1A0N,1
13991,NP_004085,P05198,1KL9,NP_065098,Q9NR50,6CAJ,1
13992,NP_000042,Q13315,5NP0,NP_002476,O60934,5WQD,1
13993,NP_002418,P45452,1EUB,NP_000496,P00748,4BDW,1
13994,NP_001028229,Q96QZ7,1WBP,NP_004516,P98164,2M0P,1
13995,NP_006092,O14777,2IGP,NP_067646,Q53G59,2VPJ,1
13996,NP_001420,Q09472,1L3E,NP_001595,P26367,2CUE,1
13997,NP_002721,P17612,2GU8,NP_000229,Q12809,1BYW,1
13998,NP_001010938,Q07912,1CF4,NP_004850,Q00610,2XZG,1
13999,NP_115584,Q9H6X2,3N2N,NP_009225,P38398,1JM7,1
14000,NP_003255,O60603,1FYW,NP_000582,P08571,4GLP,1
14001,NP_006829,P50579,1B59,NP_002737,P27361,2ZOQ,1
14002,NP_004459,Q13643,1WYH,NP_116011,Q8TBB1,3B76,1
14003,NP_596869,Q8WZ42,1BPV,NP_001876,P02511,2KLR,1
14004,NP_004604,P21980,1FAU,NP_997647,P02751,1E88,1
14005,NP_004337,P42574,1CP3,NP_006247,Q16513,4CRS,1
14006,NP_036564,Q15047,3DLM,NP_061882,Q9H0E2,1WGL,1
14007,NP_000388,P04839,3A1F,NP_003861,P46940,1X0H,1
14008,NP_003015,Q15811,1KI1,NP_002743,P45984,3E7O,1
14009,NP_055063,P62877,1LDJ,NP_733779,P63208,1FQV,1
14010,NP_001527,Q99873,6NT2,NP_001020272,P02686,1BX2,1
14011,NP_002750,P19525,1QU6,NP_001017963,P07900,1BYQ,1
14012,NP_001895,P35222,1G3J,NP_001894,P35221,1H6G,1
14013,NP_055515,O75154,2D7C,NP_001654,P62330,1E0S,1
14014,NP_003395,P31946,2BQ0,NP_203744,Q8N3F8,2KSP,1
14015,NP_006592,Q15185,1EJF,NP_006136,P25685,1HDJ,1
14016,NP_005408,P12931,1A07,NP_002871,P04049,1C1Y,1
14017,NP_055481,Q14677,1XGW,NP_004850,Q00610,2XZG,1
14018,NP_003395,P31946,2BQ0,NP_113668,Q9BRS2,4OTP,1
14019,NP_006246,P24723,2FK9,NP_000202,P05107,1JX3,1
14020,NP_036611,P61981,2B05,NP_004332,P27708,4BY3,1
14021,NP_002422,P51948,1G25,NP_005216,Q01094,1H24,1
14022,NP_066961,Q12933,1CA4,NP_665802,Q9Y4K3,1LB4,1
14023,NP_003950,O75146,1R0D,NP_005329,O00291,2NO2,1
14024,NP_004223,O14544,2VIF,NP_004603,P36897,1B6C,1
14025,NP_004337,P42574,1CP3,NP_009225,P38398,1JM7,1
14026,NP_954673,Q13404,2A4D,NP_003339,P61088,1J7D,1
14027,NP_005629,P51809,2DMW,NP_004495,P52594,2D9L,1
14028,NP_000053,P05155,1M6Q,NP_000921,P00750,1A5H,1
14029,NP_004313,Q92934,1G5J,NP_003396,Q04917,2C63,1
14030,NP_001020276,P48729,5FQD,NP_000731,P20309,2CSA,1
14031,NP_004823,P78417,1EEM,NP_001395,P26641,1PBU,1
14032,NP_001118,Q10567,4HMY,NP_000042,Q13315,5NP0,1
14033,NP_002736,P28482,1PME,NP_002871,P04049,1C1Y,1
14034,NP_000035,P10275,1E3G,NP_001853,P10606,5Z62,1
14035,NP_079471,Q96RU8,5CEK,NP_002746,Q02750,1S9J,1
14036,NP_060372,Q9NWT6,1H2K,NP_003874,O15379,4A69,1
14037,NP_000917,P06401,1A28,NP_000116,P03372,1A52,1
14038,NP_000063,P16671,5LGD,NP_002028,P06241,1A0N,1
14039,NP_001009944,P98161,1B4R,NP_006280,Q9Y490,1SYQ,1
14040,NP_061830,Q9Y3L3,4J9D,NP_003886,O43426,1W80,1
14041,NP_001003828,Q9HBI1,4EDL,NP_004831,Q15052,1UJY,1
14042,NP_001789,P24941,1AQ1,NP_009225,P38398,1JM7,1
14043,NP_000252,Q99972,4WXQ,NP_004347,P60033,1G8Q,1
14044,NP_758869,P15529,1CKL,NP_000055,P01024,1C3D,1
14045,NP_066943,Q92796,1UM7,NP_001675,P23634,1CFF,1
14046,NP_000452,P10828,1BSX,NP_116165,Q15652,2YPD,1
14047,NP_005649,Q13077,3M0D,NP_066961,Q12933,1CA4,1
14048,NP_036270,Q9NY61,5W6A,NP_068810,Q04206,1NFI,1
14049,NP_003926,O95985,5GVC,NP_002078,P28799,1G26,1
14050,NP_005307,P32780,1PFJ,NP_002794,P35998,5GJQ,1
14051,NP_067078,Q9HAT8,3EGA,NP_057207,Q9NWZ3,2NRU,1
14052,NP_005345,P17535,3U86,NP_000235,O00255,3U84,1
14053,NP_000171,Q02846,1AWL,NP_006263,P04271,1MQ1,1
14054,NP_004371,Q92793,1JSP,NP_000449,P35680,2DA6,1
14055,NP_001777,P06493,1LC9,NP_003325,P22314,4P22,1
14056,NP_057576,Q9HD47,5YFG,NP_002873,P43487,1K5D,1
14057,NP_000368,P42768,1CEE,NP_663788,Q14155,1BY1,1
14058,NP_001624,P02760,1BIK,NP_000005,P01023,1BV8,1
14059,NP_001560,P51617,6BFN,NP_620637,P45983,1UKH,1
14060,NP_000544,Q14191,2AXL,NP_006221,P49005,3E0J,1
14061,NP_003737,P63167,1CMI,NP_004068,O75390,5UZP,1
14062,NP_000367,P11473,1DB1,NP_001008709,P62136,3E7A,1
14063,NP_006302,O75376,2EQR,NP_000116,P03372,1A52,1
14064,NP_002158,Q02535,2LFH,NP_783552,Q06455,1WQ6,1
14065,NP_005408,P12931,1A07,NP_733745,Q8N5H7,3T6G,1
14066,NP_002201,P06756,1JV2,NP_000203,P05106,1JV2,1
14067,NP_004963,O60674,2B7A,NP_002438,Q04912,3PLS,1
14068,NP_002816,P21246,2N6F,NP_001092,P60709,3BYH,1
14069,NP_002728,P17252,2ELI,NP_000817,P42262,2WJW,1
14070,NP_003237,P07996,1LSL,NP_004334,P27797,2CLR,1
14071,NP_054860,Q9UHC6,5Y4M,NP_003679,O14936,1KGD,1
14072,NP_005616,O00560,1N99,NP_002989,P34741,6ITH,1
14073,NP_006182,Q9UQ80,2Q8K,NP_000312,P06400,1AD6,1
14074,NP_004837,O60573,2JGB,NP_005735,Q9Y4X5,1WD2,1
14075,NP_057576,Q9HD47,5YFG,NP_006316,P62826,1I2M,1
14076,NP_789782,Q9H444,3C3Q,NP_065145,Q7LBR1,3EAB,1
14077,NP_005802,O95390,5E4G,NP_001097,Q13705,2H62,1
14078,NP_775816,Q8IW19,2KQB,NP_002303,P49917,1IK9,1
14079,NP_002046,P14136,6A9P,NP_000012,P49768,2KR6,1
14080,NP_055719,Q7L804,2GZD,NP_065120,P57735,2OIL,1
